,operateur,libelle_categorie_consommation,libelle_grand_secteur,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,libelle_region
229,SICAE Oise,Petits professionels,Agriculture,0,5764.028,581,0.406,0,Hauts-de-France
230,SICAE Oise,Résidentiel,Résidentiel,0,467973.972,72322,0.415,0,Hauts-de-France
231,SICAP,Entreprises,Industrie,Fabrication de meubles,781.0,1,1.0,0,Centre-Val de Loire
232,SICAP,Entreprises,Tertiaire,Télécommunications,58.0,1,1.0,0,Centre-Val de Loire
233,SICAP,Petits professionels,Industrie,0,1837.0,204,0.5,0,Centre-Val de Loire
234,SOREA,Entreprises,Tertiaire,Autres services personnels,8.67,1,0.0,0,Auvergne-Rhône-Alpes
235,SRD,Entreprises,Agriculture,0,182.0,2,1.0,0,Nouvelle-Aquitaine
236,SRD,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,4560.0,19,1.0,0,Nouvelle-Aquitaine
237,SRD,Entreprises,Industrie,Fabrication d'équipements électriques,369.0,2,1.0,0,Nouvelle-Aquitaine
238,SRD,Entreprises,Industrie,Fabrication de meubles,3903.0,14,0.998,0,Nouvelle-Aquitaine
239,SRD,Entreprises,Industrie,Génie civil,1204.0,8,1.0,0,Nouvelle-Aquitaine
240,SRD,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",16738.0,113,0.997,0,Nouvelle-Aquitaine
241,SRD,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,2520.0,50,0.943,0,Nouvelle-Aquitaine
242,SRD,Entreprises,Tertiaire,Restauration,3419.0,29,0.995,0,Nouvelle-Aquitaine
243,SRD,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",983.0,13,0.928,0,Nouvelle-Aquitaine
244,SRD,Entreprises,Tertiaire,Activités auxiliaires de services financiers et d'assurance,39.0,1,1.0,0,Nouvelle-Aquitaine
245,SRD,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,172.0,5,0.932,0,Nouvelle-Aquitaine
246,SRD,Entreprises,Tertiaire,Activités de location et location-bail,929.0,3,1.0,0,Nouvelle-Aquitaine
247,SRD,Entreprises,Tertiaire,Activités pour la santé humaine,3288.0,9,0.999,0,Nouvelle-Aquitaine
248,SRD,Entreprises,Tertiaire,Organisation de jeux de hasard et d'argent,691.0,11,0.84,0,Nouvelle-Aquitaine
249,SRD,Entreprises,Tertiaire,Activités des ménages en tant qu'employeurs de personnel domestique,69.0,1,1.0,0,Nouvelle-Aquitaine
250,Strasbourg Électricité Réseaux,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,68201.0,51,1.0,0,Grand Est
251,Strasbourg Électricité Réseaux,Entreprises,Industrie,"Fabrication de produits informatiques, électroniques et optiques",38044.0,16,1.0,0,Grand Est
252,Strasbourg Électricité Réseaux,Entreprises,Industrie,Travaux de construction spécialisés,19984.0,254,1.0,0,Grand Est
253,Strasbourg Électricité Réseaux,Entreprises,Industrie,0,22784.0,36,1.0,0,Grand Est
254,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",4674.0,12,1.0,0,Grand Est
255,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",25359.0,17,1.0,0,Grand Est
256,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",21793.0,90,1.0,0,Grand Est
257,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,"Autres activités spécialisées, scientifiques et techniques",865.0,6,1.0,0,Grand Est
258,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,Réparation d'ordinateurs et de biens personnels et domestiques,903.0,6,1.0,0,Grand Est
259,Strasbourg Électricité Réseaux,Entreprises,Tertiaire,Autres services personnels,3081.0,60,1.0,0,Grand Est
260,Strasbourg Électricité Réseaux,Entreprises,Secteur Inconnu,0,243447.0,675,1.0,0,Grand Est
261,Syndicat d'électricité synergie Maurienne,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,2509.0,2,1.0,0,Auvergne-Rhône-Alpes
262,Syndicat d'électricité synergie Maurienne,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,930.0,6,1.0,0,Auvergne-Rhône-Alpes
263,Syndicat d'électricité synergie Maurienne,Résidentiel,Résidentiel,0,13175.0,2778,0.0,0,Auvergne-Rhône-Alpes
264,Syndicat des Energies Electriques de Tarentaise,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",30.0,1,1.0,0,Auvergne-Rhône-Alpes
265,Syndicat des Energies Electriques de Tarentaise,Entreprises,Industrie,Travaux de construction spécialisés,535.0,9,1.0,0,Auvergne-Rhône-Alpes
266,Syndicat des Energies Electriques de Tarentaise,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,86.0,2,1.0,0,Auvergne-Rhône-Alpes
267,Syndicat des Energies Electriques de Tarentaise,Entreprises,Tertiaire,Activités auxiliaires de services financiers et d'assurance,27.0,1,1.0,0,Auvergne-Rhône-Alpes
268,Syndicat des Energies Electriques de Tarentaise,Entreprises,Tertiaire,Hébergement médico-social et social,1112.0,2,1.0,0,Auvergne-Rhône-Alpes
269,Syndicat des Energies Electriques de Tarentaise,Petits professionels,Industrie,0,1113.0,141,1.0,0,Auvergne-Rhône-Alpes
270,Syndicat intercommunal d'électricité de Labergement Sainte Marie,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",731.331,2,0.983,0,Bourgogne-Franche-Comté
271,Syndicat intercommunal d'électricité de Labergement Sainte Marie,Entreprises,Tertiaire,Hébergement,650.471,3,0.941,0,Bourgogne-Franche-Comté
272,Syndicat intercommunal d'électricité de Labergement Sainte Marie,Petits professionels,Secteur Inconnu,0,2851.647,418,0.0471,0,Bourgogne-Franche-Comté
273,Synelva,Entreprises,Industrie,Industrie chimique,2176.942,4,1.0,0,Centre-Val de Loire
274,Synelva,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,3308.112,6,1.0,0,Centre-Val de Loire
275,Synelva,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",1148.36,5,1.0,0,Centre-Val de Loire
276,Synelva,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",1033.35,8,1.0,0,Centre-Val de Loire
277,Synelva,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",15810.461,47,0.993,0,Centre-Val de Loire
278,Synelva,Entreprises,Tertiaire,Hébergement,1236.38,9,1.0,0,Centre-Val de Loire
279,Synelva,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",73.945,1,1.0,0,Centre-Val de Loire
280,Synelva,Entreprises,Tertiaire,Assurance,178.759,2,1.0,0,Centre-Val de Loire
281,Synelva,Entreprises,Tertiaire,Activités de location et location-bail,657.951,7,1.0,0,Centre-Val de Loire
282,Synelva,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,88.224,2,1.0,0,Centre-Val de Loire
283,Synelva,Entreprises,Tertiaire,Activités administratives et autres activités de soutien aux entreprises,1567.262,4,1.0,0,Centre-Val de Loire
284,Synelva,Petits professionels,Agriculture,0,2904.738,192,0.582,0,Centre-Val de Loire
285,Synelva,Petits professionels,Tertiaire,0,27634.408,2611,0.442,0,Centre-Val de Loire
286,Usines municipales d'Erstein,Entreprises,Industrie,Industries alimentaires,11549.792,11,1.0,0,Grand Est
287,Usines municipales d'Erstein,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",194.156,2,1.0,0,Grand Est
288,Usines municipales d'Erstein,Entreprises,Industrie,Imprimerie et reproduction d'enregistrements,85.951,1,1.0,0,Grand Est
289,Usines municipales d'Erstein,Entreprises,Industrie,Industrie chimique,2603.69,2,1.0,0,Grand Est
290,Usines municipales d'Erstein,Entreprises,Industrie,Fabrication de machines et équipements n.c.a.,628.237,2,1.0,0,Grand Est
291,Usines municipales d'Erstein,Entreprises,Industrie,Autres industries manufacturières,2268.407,2,1.0,0,Grand Est
292,Usines municipales d'Erstein,Entreprises,Industrie,Travaux de construction spécialisés,1781.652,16,1.0,0,Grand Est
293,Usines municipales d'Erstein,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",2083.66,6,1.0,0,Grand Est
294,Usines municipales d'Erstein,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,272.967,7,0.882,0,Grand Est
295,Usines municipales d'Erstein,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",4877.722,14,1.0,0,Grand Est
296,Usines municipales d'Erstein,Entreprises,Tertiaire,Hébergement,424.137,3,1.0,0,Grand Est
297,Usines municipales d'Erstein,Entreprises,Tertiaire,Restauration,652.056,7,0.987,0,Grand Est
298,Usines municipales d'Erstein,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",160.587,1,1.0,0,Grand Est
299,Usines municipales d'Erstein,Entreprises,Tertiaire,Activités auxiliaires de services financiers et d'assurance,71.868,2,0.907,0,Grand Est
300,Usines municipales d'Erstein,Entreprises,Tertiaire,Activités immobilières,581.404,6,0.757,0,Grand Est
301,Usines municipales d'Erstein,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,475.095,5,1.0,0,Grand Est
302,Usines municipales d'Erstein,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,13.808,1,1.0,0,Grand Est
303,Usines municipales d'Erstein,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,455.168,1,1.0,0,Grand Est
304,Usines municipales d'Erstein,Entreprises,Tertiaire,Activités pour la santé humaine,508.474,1,1.0,0,Grand Est
305,Usines municipales d'Erstein,Entreprises,Tertiaire,Autres services personnels,74.214,1,1.0,0,Grand Est
306,Usines municipales d'Erstein,Petits professionels,Tertiaire,0,5995.299,636,0.414,0,Grand Est
307,Usines municipales d'Erstein,Petits professionels,Secteur Inconnu,0,4024.584,478,0.383,0,Grand Est
308,Vialis,Entreprises,Industrie,Industries alimentaires,2586.568,17,1.0,0,Grand Est
309,Vialis,Entreprises,Industrie,Fabrication de textiles,100600.517,3,1.0,0,Grand Est
310,Vialis,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,1106.59,3,1.0,0,Grand Est
311,Vialis,Entreprises,Industrie,Génie civil,27.027,2,1.0,0,Grand Est
312,Vialis,Entreprises,Tertiaire,Réparation et installation de machines et d'équipements,405.537,4,1.0,0,Grand Est
313,Vialis,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",2672.713,10,0.95,0,Grand Est
314,Vialis,Entreprises,Tertiaire,Collecte et traitement des eaux usées,6955.409,1,1.0,0,Grand Est
315,Vialis,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,1216.123,4,1.0,0,Grand Est
316,Vialis,Entreprises,Tertiaire,Activités de poste et de courrier,122.865,1,1.0,0,Grand Est
317,Vialis,Entreprises,Tertiaire,Restauration,3762.299,43,0.989,0,Grand Est
318,Vialis,Entreprises,Tertiaire,Télécommunications,2102.587,3,1.0,0,Grand Est
319,Vialis,Entreprises,Tertiaire,Assurance,78.265,1,1.0,0,Grand Est
320,Vialis,Entreprises,Tertiaire,Activités immobilières,2364.688,28,1.0,0,Grand Est
321,Vialis,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,959.538,11,0.989,0,Grand Est
322,Vialis,Entreprises,Tertiaire,Enseignement,2133.035,10,1.0,0,Grand Est
323,Vialis,Entreprises,Tertiaire,Hébergement médico-social et social,742.51,5,1.0,0,Grand Est
324,Vialis,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",693.291,6,1.0,0,Grand Est
325,Vialis,Petits professionels,Secteur Inconnu,0,23959.467,2208,0.318,0,Grand Est
326,Régie communale d'électricité de Montois-la-Montagne,Petits professionels,Tertiaire,0,493.744,34,0.589,0,Grand Est
327,Régie communale de distribution d'électricité et d'eau Mitry Mory,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",151.653,1,0.998,0,Île-de-France
328,Régie communale de distribution d'électricité et d'eau Mitry Mory,Entreprises,Secteur Inconnu,0,1237.865,7,0.997,0,Île-de-France
329,Régie communale de distribution d'électricité et d'eau Mitry Mory,Petits professionels,Secteur Inconnu,0,1022.201,134,0.392,0,Île-de-France
330,Régie communale de Montdidier,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",565.0,4,0.0,0,Hauts-de-France
331,Régie communale de Montdidier,Résidentiel,Résidentiel,0,16150.0,3644,0.0,0,Hauts-de-France
332,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",22.367,1,0.927,0,Hauts-de-France
333,Régie communale du câble et d'électricité de Montataire,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,110.844,1,0.921,0,Hauts-de-France
334,Régie communale du câble et d'électricité de Montataire,Entreprises,Secteur Inconnu,0,14539.58,50,0.956,0,Hauts-de-France
335,Régie communale du câble et d'électricité de Montataire,Petits professionels,Tertiaire,0,153.695,11,0.277,0,Hauts-de-France
336,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,Réparation et installation de machines et d'équipements,61.724,1,1.0,0,Normandie
337,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,215.349,4,1.0,0,Normandie
338,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,Enseignement,70.401,1,1.0,0,Normandie
339,Régie d'électricité d'Elbeuf,Entreprises,Tertiaire,Autres services personnels,15.78,1,1.0,0,Normandie
340,Régie d'électricité d'Elbeuf,Entreprises,Secteur Inconnu,0,9238.701,49,0.988,0,Normandie
341,Régie d'électricité d'Elbeuf,Petits professionels,Secteur Inconnu,0,11792.987,1174,0.421,0,Normandie
342,Régie d'électricité d'Elbeuf,Résidentiel,Résidentiel,0,32580.611,8806,0.438,0,Normandie
343,Régie d'électricité de Bitche,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",171.187,2,0.9,0,Grand Est
344,Régie d'électricité de Bitche,Entreprises,Secteur Inconnu,0,14149.487,60,0.968,0,Grand Est
345,Régie d'électricité de Bitche,Petits professionels,Secteur Inconnu,0,2384.014,335,0.804,0,Grand Est
346,Régie d'électricité de Bitche,Résidentiel,Résidentiel,0,10257.614,2204,0.786,0,Grand Est
347,Régie d'électricité de Montvalezan-la-Rosière,Entreprises,Tertiaire,Hébergement,66.951,2,0.0,0,Auvergne-Rhône-Alpes
348,Régie d'électricité de Saint-Quirc,Résidentiel,Résidentiel,0,3119.0,583,1.0,0,Occitanie
350,Régie de Saint Paul Cap de Joux,Petits professionels,Secteur Inconnu,0,495.0,40,0.5,0,Occitanie
351,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Industrie,Industries alimentaires,3463.88,15,0.979,0,Auvergne-Rhône-Alpes
352,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Collecte et traitement des eaux usées,1150.576,1,1.0,0,Auvergne-Rhône-Alpes
353,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,293.409,5,0.974,0,Auvergne-Rhône-Alpes
354,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Tertiaire,Activités des organisations associatives,446.927,7,0.75,0,Auvergne-Rhône-Alpes
355,Régie du syndicat intercommunal d'électricité de la vallée de Thônes,Entreprises,Secteur Inconnu,0,17469.232,141,0.983,0,Auvergne-Rhône-Alpes
356,Régie électrique de La Cabanasse,Entreprises,Tertiaire,Autres services personnels,24.0,1,1.0,0,Occitanie
357,Régie électrique de La Cabanasse,Résidentiel,Résidentiel,0,2827.0,701,1.0,0,Occitanie
358,Régie électrique de Villaroger,Entreprises,Secteur Inconnu,0,244.345,5,1.0,0,Auvergne-Rhône-Alpes
359,Régie électrique municipale de Fontpedrouse,Petits professionels,Tertiaire,0,226.0,31,1.0,0,Occitanie
360,Régie électrique municipale de Prats-de-Mollo-la-Preste,Petits professionels,Secteur Inconnu,0,908.462,122,0.156,0,Occitanie
361,Régie électrique municipale de Prats-de-Mollo-la-Preste,Résidentiel,Résidentiel,0,2983.697,1051,0.0238,0,Occitanie
362,Régie électrique municipale de Saint Laurent de Cerdans,Entreprises,Secteur Inconnu,0,433.103,4,1.0,0,Occitanie
363,Régie électriques de Tignes,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,531.754,3,0.958,0,Auvergne-Rhône-Alpes
364,Régie électriques de Tignes,Petits professionels,Secteur Inconnu,0,10489.099,1623,0.574,0,Auvergne-Rhône-Alpes
365,Régie électriques de Tignes,Résidentiel,Résidentiel,0,8269.227,4524,0.542,0,Auvergne-Rhône-Alpes
366,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Agriculture,0,103.63,1,0.921,0,Grand Est
367,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Industrie,Génie civil,296.814,2,0.894,0,Grand Est
368,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,123.571,4,0.803,0,Grand Est
369,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Télécommunications,99.333,1,1.0,0,Grand Est
370,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Entreprises,Tertiaire,Enseignement,452.896,3,0.982,0,Grand Est
371,Régie intercommunale d'électricité de Niederbronn-Reichshoffen,Petits professionels,Agriculture,0,115.362,9,0.491,0,Grand Est
372,Régie Municipale Bazas-Energies,Résidentiel,Résidentiel,0,12471.471,2634,0.00721,0,Nouvelle-Aquitaine
